"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"APR25","19APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"APR25","19APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"APR25","19APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"APR25","19APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"APR25","19APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"APR25","19APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"APR25","19APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"APR25","19APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","19APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","19APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","19APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","19APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","19APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","19APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","19APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","19APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","19APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","19APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","19APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","20APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","20APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","20APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","20APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","20APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","20APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","20APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","20APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","20APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","20APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.742
"APR25","20APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.782
"APR25","20APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.719
"APR25","20APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"APR25","20APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"APR25","20APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"APR25","20APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"APR25","20APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"APR25","20APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"APR25","20APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"APR25","20APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","20APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","20APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","20APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","20APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","20APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","20APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","20APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","20APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","20APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","20APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","20APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","21APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","21APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","21APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","21APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","21APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","21APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","21APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","21APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","21APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","21APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.742
"APR25","21APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.782
"APR25","21APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.719
"APR25","21APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"APR25","21APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"APR25","21APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"APR25","21APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"APR25","21APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"APR25","21APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"APR25","21APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"APR25","21APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","21APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","21APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","21APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","21APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","21APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","21APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","21APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","21APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","21APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","21APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","21APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","22APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","22APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","22APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","22APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","22APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","22APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","22APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","22APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","22APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","22APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.742
"APR25","22APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.782
"APR25","22APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.719
"APR25","22APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"APR25","22APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"APR25","22APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"APR25","22APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"APR25","22APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"APR25","22APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"APR25","22APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"APR25","22APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","22APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","22APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","22APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","22APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","22APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","22APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","22APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","22APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","22APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","22APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","22APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","23APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","23APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","23APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","23APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","23APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","23APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","23APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","23APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","23APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","23APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.742
"APR25","23APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.782
"APR25","23APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.719
"APR25","23APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"APR25","23APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"APR25","23APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"APR25","23APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"APR25","23APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"APR25","23APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"APR25","23APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"APR25","23APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","23APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","23APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","23APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","23APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","23APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","23APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","23APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","23APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","23APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","23APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","23APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","24APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","24APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","24APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","24APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","24APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","24APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","24APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","24APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","24APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","24APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.74
"APR25","24APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.78
"APR25","24APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.717
"APR25","24APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.757
"APR25","24APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.745
"APR25","24APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.785
"APR25","24APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.895
"APR25","24APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.74
"APR25","24APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.78
"APR25","24APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.897
"APR25","24APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","24APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","24APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","24APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","24APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","24APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","24APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","24APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","24APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","24APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","24APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","24APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","25APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","25APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","25APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","25APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","25APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.663
"APR25","25APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.661
"APR25","25APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.686
"APR25","25APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.756
"APR25","25APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.511
"APR25","25APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.732
"APR25","25APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.772
"APR25","25APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.709
"APR25","25APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.749
"APR25","25APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.737
"APR25","25APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.776
"APR25","25APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.887
"APR25","25APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.732
"APR25","25APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.772
"APR25","25APR25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.889
"APR25","25APR25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.833
"APR25","25APR25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.794
"APR25","25APR25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.946
"APR25","25APR25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.862
"APR25","25APR25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.822
"APR25","25APR25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.975
"APR25","25APR25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.662
"APR25","25APR25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.751
"APR25","25APR25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.722
"APR25","25APR25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.764
"APR25","25APR25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.675
"APR25","25APR25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"APR25","26APR25","Essences","Essence 95 RON E5 (€/L)",1.61
"APR25","26APR25","Essences","Essence 95 RON E10 (€/L)",1.604
"APR25","26APR25","Essences","Essence 98 RON E5 (€/L)",1.675
"APR25","26APR25","Essences","Essence 98 RON E10 (€/L)",1.68
"APR25","26APR25","Gasoil Diesel routier","Diesel B7 (€/L)",1.669
"APR25","26APR25","Gasoil Diesel routier","Diesel B10 (€/L)",1.668
"APR25","26APR25","Gasoil Diesel routier","Diesel B20 (€/L)",1.691
"APR25","26APR25","Gasoil Diesel routier","Diesel B30 (€/L)",1.759
"APR25","26APR25","Gasoil Diesel routier","Diesel XTL (€/L)",2.549
"APR25","26APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.737
"APR25","26APR25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.777
"APR25","26APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.715
"APR25","26APR25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.754
"APR25","26APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.742
"APR25","26APR25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.782
