"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"FEB26","12FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.831
"FEB26","12FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.741
"FEB26","12FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","13FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","13FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","13FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","13FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","13FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.731
"FEB26","13FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.724
"FEB26","13FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.736
"FEB26","13FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.802
"FEB26","13FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.173
"FEB26","13FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.78
"FEB26","13FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.82
"FEB26","13FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.755
"FEB26","13FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.795
"FEB26","13FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.783
"FEB26","13FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.823
"FEB26","13FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.934
"FEB26","13FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.78
"FEB26","13FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.82
"FEB26","13FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.938
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","13FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","13FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","13FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","13FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","13FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","13FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","13FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","14FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","14FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","14FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","14FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","14FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","14FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","14FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","14FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","14FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","14FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.762
"FEB26","14FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.803
"FEB26","14FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.737
"FEB26","14FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.777
"FEB26","14FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.765
"FEB26","14FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.805
"FEB26","14FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.916
"FEB26","14FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.762
"FEB26","14FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"FEB26","14FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.92
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","14FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","14FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","14FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","14FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","14FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","14FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","14FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","15FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","15FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","15FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","15FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","15FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","15FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","15FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","15FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","15FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","15FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.762
"FEB26","15FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.803
"FEB26","15FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.737
"FEB26","15FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.777
"FEB26","15FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.765
"FEB26","15FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.805
"FEB26","15FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.916
"FEB26","15FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.762
"FEB26","15FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"FEB26","15FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.92
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","15FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","15FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","15FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","15FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","15FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","15FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","15FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","16FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","16FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","16FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","16FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","16FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","16FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","16FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","16FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","16FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","16FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.762
"FEB26","16FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.803
"FEB26","16FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.737
"FEB26","16FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.777
"FEB26","16FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.765
"FEB26","16FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.805
"FEB26","16FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.916
"FEB26","16FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.762
"FEB26","16FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"FEB26","16FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.92
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","16FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","16FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","16FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","16FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","16FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","16FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","16FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","17FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","17FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","17FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","17FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","17FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","17FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","17FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","17FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","17FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","17FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.761
"FEB26","17FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.801
"FEB26","17FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.736
"FEB26","17FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.776
"FEB26","17FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.763
"FEB26","17FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.804
"FEB26","17FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.914
"FEB26","17FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.761
"FEB26","17FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.801
"FEB26","17FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.919
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","17FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","17FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","17FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","17FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","17FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","17FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","17FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","18FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","18FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","18FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","18FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","18FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","18FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","18FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","18FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","18FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","18FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.767
"FEB26","18FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.807
"FEB26","18FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.742
"FEB26","18FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.782
"FEB26","18FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.769
"FEB26","18FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.81
"FEB26","18FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.92
"FEB26","18FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.767
"FEB26","18FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.807
"FEB26","18FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.925
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","18FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","18FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","18FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","18FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","18FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","18FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","18FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","19FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","19FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","19FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","19FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","19FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","19FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","19FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","19FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","19FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","19FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.761
"FEB26","19FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.801
"FEB26","19FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.736
"FEB26","19FEB26","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.776
"FEB26","19FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.764
"FEB26","19FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.804
"FEB26","19FEB26","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.915
"FEB26","19FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.761
"FEB26","19FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.801
"FEB26","19FEB26","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.919
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.897
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.857
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",1.011
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.929
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.888
"FEB26","19FEB26","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.043
"FEB26","19FEB26","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.739
"FEB26","19FEB26","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.829
"FEB26","19FEB26","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.851
"FEB26","19FEB26","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.849
"FEB26","19FEB26","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.759
"FEB26","19FEB26","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"FEB26","20FEB26","Essences","Essence 95 RON E5 (€/L)",1.616
"FEB26","20FEB26","Essences","Essence 95 RON E10 (€/L)",1.606
"FEB26","20FEB26","Essences","Essence 98 RON E5 (€/L)",1.657
"FEB26","20FEB26","Essences","Essence 98 RON E10 (€/L)",1.655
"FEB26","20FEB26","Gasoil Diesel routier","Diesel B7 (€/L)",1.708
"FEB26","20FEB26","Gasoil Diesel routier","Diesel B10 (€/L)",1.702
"FEB26","20FEB26","Gasoil Diesel routier","Diesel B20 (€/L)",1.713
"FEB26","20FEB26","Gasoil Diesel routier","Diesel B30 (€/L)",1.78
"FEB26","20FEB26","Gasoil Diesel routier","Diesel XTL (€/L)",3.187
"FEB26","20FEB26","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.783
